id,sex_cat_sen,age_sen,race_cat_sen,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree_cat,went_to_jail_cat,days_jail,predict_feat,age_sen_cat,training
2518,Male,25,Hispanic,0,0,4,5,F,False,0,1,25_to_45,1
5514,Male,54,Other,0,0,0,0,M,False,0,0,45_to_65,1
4873,Female,27,African-American,0,0,0,4,F,True,1,0,25_to_45,1
3387,Male,52,African-American,0,0,0,1,M,True,71,0,45_to_65,1
7747,Male,28,Hispanic,0,0,0,1,M,False,34,0,25_to_45,1
9365,Male,47,Native American,4,0,0,22,F,True,4,1,45_to_65,1
1093,Male,21,Caucasian,0,0,0,0,M,False,2,0,18_to_25,1
3465,Male,49,Other,0,0,0,2,F,False,1,0,45_to_65,1
2205,Female,23,African-American,0,0,0,0,M,False,2,0,18_to_25,1
3604,Male,53,Other,0,0,0,1,F,False,6,0,45_to_65,1
1972,Male,45,Caucasian,0,0,0,0,M,False,3,0,45_to_65,1
1471,Male,22,Caucasian,0,0,0,2,M,True,14,0,18_to_25,1
8988,Male,20,African-American,0,0,2,1,F,False,3,0,18_to_25,1
1531,Male,21,Hispanic,0,0,1,1,F,False,2,0,18_to_25,1
5612,Male,57,African-American,0,0,0,9,F,False,0,0,45_to_65,1
9659,Male,25,African-American,0,0,0,0,M,False,1,0,25_to_45,1
7231,Male,37,African-American,0,0,0,3,M,False,1,0,25_to_45,1
1595,Male,55,African-American,0,0,0,17,F,True,26,1,45_to_65,1
5604,Male,33,African-American,0,0,0,8,F,False,3,0,25_to_45,1
7983,Male,24,African-American,0,0,0,2,M,False,4,0,18_to_25,1
3948,Male,21,African-American,1,0,0,1,F,False,1,0,18_to_25,1
10914,Male,46,African-American,0,0,0,13,F,False,22,0,45_to_65,1
8094,Male,59,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
4506,Male,34,African-American,3,0,0,8,F,False,0,1,25_to_45,1
3197,Female,27,Other,0,0,0,0,M,False,1,0,25_to_45,1
7439,Male,38,African-American,0,0,0,1,F,False,78,0,25_to_45,1
7802,Male,27,Hispanic,0,0,0,0,M,True,0,0,25_to_45,1
5680,Male,32,African-American,0,0,0,6,M,True,3,0,25_to_45,1
2582,Male,46,Caucasian,0,0,0,5,M,False,1,0,45_to_65,1
9444,Female,25,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
10198,Male,35,Other,0,0,0,2,F,False,1,0,25_to_45,1
9624,Male,39,African-American,0,0,0,0,M,False,1,0,25_to_45,1
2632,Male,56,Caucasian,0,0,0,4,F,False,8,0,45_to_65,1
7487,Male,36,Caucasian,0,0,0,1,F,False,1,0,25_to_45,1
5958,Male,21,African-American,0,0,0,1,F,True,16,0,18_to_25,1
2718,Female,35,African-American,0,0,0,0,F,True,2,0,25_to_45,1
2792,Male,31,African-American,0,0,0,5,M,False,1,1,25_to_45,1
2252,Male,42,Other,0,0,0,1,M,False,1,0,25_to_45,1
5639,Male,42,Caucasian,0,0,0,4,F,False,18,0,25_to_45,1
2753,Male,27,African-American,0,0,0,5,F,False,5,1,25_to_45,1
8214,Female,21,African-American,0,1,0,1,F,False,1,0,18_to_25,1
8135,Female,50,Hispanic,0,0,0,1,F,True,2,0,45_to_65,1
1783,Male,21,Hispanic,0,0,0,0,F,False,5,0,18_to_25,1
10302,Male,61,African-American,0,0,0,14,M,False,2,0,45_to_65,1
1532,Male,59,Hispanic,0,0,0,1,M,False,1,0,45_to_65,1
4699,Male,21,African-American,1,0,1,1,F,False,6,0,18_to_25,1
10163,Male,22,African-American,0,0,0,4,M,False,1,0,18_to_25,1
6572,Male,25,Caucasian,0,0,0,1,F,False,0,0,25_to_45,1
1324,Male,40,Caucasian,0,0,0,0,F,False,23,0,25_to_45,1
8309,Male,26,African-American,0,1,0,6,M,False,2,0,25_to_45,1
6595,Male,40,African-American,0,0,0,0,F,False,2,0,25_to_45,1
5294,Male,44,African-American,0,0,0,7,F,False,2,0,25_to_45,1
5224,Male,25,African-American,0,0,0,0,F,False,0,1,25_to_45,1
10765,Male,26,African-American,0,0,0,0,F,False,1,0,25_to_45,1
9407,Male,40,African-American,0,0,0,20,F,False,2,0,25_to_45,1
7587,Male,31,African-American,0,0,0,6,M,True,1,1,25_to_45,1
2871,Male,21,African-American,0,0,1,0,F,False,1,1,18_to_25,1
7948,Male,27,African-American,0,0,0,0,F,False,3,0,25_to_45,1
9945,Male,24,Caucasian,0,0,0,0,F,True,1,0,18_to_25,1
5088,Female,38,Caucasian,0,0,0,1,M,True,2,0,25_to_45,1
372,Female,40,Other,0,0,0,3,F,False,2,0,25_to_45,1
6449,Male,51,African-American,0,0,0,11,M,False,80,0,45_to_65,1
10050,Female,34,Other,0,0,0,0,F,True,14,0,25_to_45,1
10242,Male,31,Caucasian,0,0,0,3,M,False,1,0,25_to_45,1
2411,Female,39,African-American,0,1,0,6,F,False,1,0,25_to_45,1
6603,Male,24,African-American,0,0,0,15,F,False,5,1,18_to_25,1
5324,Male,58,Caucasian,0,0,0,1,F,True,1,0,45_to_65,1
2053,Male,23,African-American,0,0,0,0,M,False,1,0,18_to_25,1
2389,Male,34,African-American,0,0,0,3,M,False,1,0,25_to_45,1
6338,Male,27,African-American,0,0,0,2,M,True,16,0,25_to_45,1
6075,Male,29,African-American,0,2,0,12,F,False,13,1,25_to_45,1
5572,Female,37,African-American,0,0,0,4,M,False,0,0,25_to_45,1
6831,Female,34,Caucasian,0,0,0,9,M,False,1,1,25_to_45,1
923,Male,43,African-American,0,0,0,1,M,False,0,0,25_to_45,1
8899,Female,34,African-American,0,0,0,5,F,False,26,1,25_to_45,1
374,Male,36,Caucasian,0,0,0,8,F,True,23,0,25_to_45,1
4970,Male,32,African-American,0,0,0,1,F,False,1,0,25_to_45,1
5923,Male,29,Caucasian,0,0,0,2,F,False,4,0,25_to_45,1
3075,Male,46,Caucasian,0,0,0,5,M,False,1,0,45_to_65,1
9283,Male,40,Caucasian,0,0,0,5,F,True,1,0,25_to_45,1
7365,Male,28,Caucasian,0,0,0,3,F,False,51,0,25_to_45,1
5027,Male,27,African-American,0,0,0,6,F,True,40,0,25_to_45,1
6229,Male,38,Caucasian,0,0,0,5,M,True,1,0,25_to_45,1
9293,Male,29,African-American,0,0,0,10,F,True,1,0,25_to_45,1
3907,Male,67,Hispanic,0,0,0,0,F,False,1,0,65_and_over,1
8865,Female,65,Caucasian,0,0,0,0,F,False,1,0,65_and_over,1
8249,Female,29,Caucasian,0,0,0,7,F,True,9,0,25_to_45,1
1939,Male,21,Caucasian,0,0,0,0,F,True,0,0,18_to_25,1
1756,Female,56,Caucasian,0,0,0,1,F,True,5,0,45_to_65,1
10730,Female,36,African-American,0,0,0,1,M,False,1,0,25_to_45,1
10095,Male,27,African-American,0,0,0,2,F,False,1,0,25_to_45,1
8251,Female,38,Other,0,0,0,0,F,False,1,0,25_to_45,1
7790,Male,26,African-American,0,1,1,8,F,True,15,1,25_to_45,1
10919,Male,35,African-American,0,0,1,12,M,True,2,0,25_to_45,1
8535,Male,58,African-American,0,0,0,0,F,True,2,0,45_to_65,1
209,Female,30,Hispanic,0,0,0,4,F,True,1,0,25_to_45,1
6642,Male,35,Caucasian,0,0,0,2,F,False,2,0,25_to_45,1
9106,Female,32,Caucasian,0,0,0,2,F,True,1,0,25_to_45,1
3729,Male,34,African-American,0,0,0,0,F,False,3,0,25_to_45,1
6439,Male,25,African-American,0,0,0,5,F,True,55,1,25_to_45,1
8401,Male,39,Caucasian,0,0,0,16,F,False,36,1,25_to_45,1
2722,Male,35,Hispanic,0,1,0,12,F,False,11,1,25_to_45,1
4453,Male,30,African-American,0,1,0,7,F,True,39,1,25_to_45,1
7657,Male,39,Hispanic,0,0,0,2,F,False,1,0,25_to_45,1
10293,Male,23,Caucasian,0,0,0,1,F,False,2,0,18_to_25,1
1680,Male,50,Caucasian,0,0,0,8,F,False,12,0,45_to_65,1
10039,Male,63,African-American,0,0,0,22,M,True,10,1,45_to_65,1
3716,Male,53,African-American,0,0,0,4,F,False,0,0,45_to_65,1
4396,Male,60,Caucasian,0,0,0,18,M,False,4,0,45_to_65,1
1563,Female,75,African-American,0,0,0,5,F,False,2,0,65_and_over,1
5620,Male,25,African-American,0,0,2,11,F,True,322,1,25_to_45,1
2374,Male,21,African-American,0,0,0,0,M,False,2,0,18_to_25,1
7067,Male,22,Caucasian,0,1,0,2,F,False,2,1,18_to_25,1
2027,Male,32,African-American,0,0,0,0,F,True,18,0,25_to_45,1
2262,Male,23,African-American,0,0,0,0,M,True,1,0,18_to_25,1
5260,Male,28,African-American,0,0,0,0,M,False,1,0,25_to_45,1
7693,Male,20,African-American,0,0,1,2,F,True,11,0,18_to_25,1
6765,Male,61,Hispanic,0,0,0,1,F,False,82,0,45_to_65,1
4501,Female,20,African-American,1,0,0,1,F,True,12,1,18_to_25,1
6946,Male,22,African-American,0,1,0,2,F,True,2,0,18_to_25,1
10903,Male,20,African-American,0,0,1,1,F,True,110,1,18_to_25,1
10097,Male,25,African-American,0,0,0,3,F,True,6,0,25_to_45,1
1363,Male,45,Hispanic,0,0,0,0,M,False,4,0,45_to_65,1
8456,Male,37,African-American,0,0,0,3,M,False,81,0,25_to_45,1
10723,Female,28,Caucasian,0,0,0,7,F,True,7,0,25_to_45,1
8026,Male,40,African-American,0,0,0,1,F,True,1,0,25_to_45,1
10954,Female,22,Caucasian,0,0,0,1,F,False,1,0,18_to_25,1
5567,Female,33,African-American,0,0,0,0,F,False,2,0,25_to_45,1
1682,Male,40,Caucasian,0,0,0,3,F,False,2,0,25_to_45,1
2775,Male,32,Caucasian,0,0,0,9,M,False,5,0,25_to_45,1
9303,Male,30,African-American,0,0,0,0,M,False,2,1,25_to_45,1
5946,Male,24,Hispanic,0,0,0,0,M,False,2,0,18_to_25,1
8831,Male,51,Hispanic,0,0,0,0,M,False,1,0,45_to_65,1
2779,Female,57,Caucasian,0,0,0,3,F,False,0,0,45_to_65,1
8016,Male,29,African-American,0,0,0,6,F,True,23,0,25_to_45,1
3881,Male,31,African-American,0,1,3,10,F,False,2,0,25_to_45,1
715,Male,23,Caucasian,0,0,1,1,M,True,1,0,18_to_25,1
1461,Male,23,African-American,0,0,0,2,F,True,7,0,18_to_25,1
10718,Male,22,Other,0,0,1,0,F,False,2,0,18_to_25,1
7912,Male,21,Caucasian,0,0,0,0,F,True,29,0,18_to_25,1
2649,Male,66,Caucasian,0,0,0,1,F,False,1,0,65_and_over,1
6552,Female,48,Caucasian,0,0,0,8,M,True,24,0,45_to_65,1
7328,Male,32,African-American,0,0,0,6,F,True,35,0,25_to_45,1
1002,Male,22,African-American,0,1,0,3,F,False,1,0,18_to_25,1
4457,Male,30,African-American,0,0,0,5,F,True,181,0,25_to_45,1
7280,Male,39,African-American,0,0,0,19,M,True,1,0,25_to_45,1
8702,Male,29,Caucasian,0,0,0,12,M,True,40,0,25_to_45,1
2037,Male,26,African-American,0,0,0,0,M,False,1,0,25_to_45,1
5831,Male,24,African-American,0,1,0,1,F,False,1,0,18_to_25,1
3157,Male,24,Caucasian,0,0,0,0,F,False,19,0,18_to_25,1
6210,Male,21,African-American,1,0,0,1,F,True,6,1,18_to_25,1
6127,Male,44,African-American,0,0,0,0,M,False,3,0,25_to_45,1
3674,Female,32,African-American,0,0,0,0,F,False,1,0,25_to_45,1
3186,Female,27,Caucasian,0,0,0,2,F,False,2,0,25_to_45,1
2613,Male,46,Caucasian,0,0,0,0,F,False,1,0,45_to_65,1
10930,Male,29,African-American,0,2,0,7,F,True,5,0,25_to_45,1
4928,Male,25,Other,0,0,0,1,F,False,2,0,25_to_45,1
6894,Male,29,African-American,0,0,0,2,M,False,2,0,25_to_45,1
2642,Male,19,Hispanic,1,0,0,1,F,True,5,1,18_to_25,1
5334,Male,38,African-American,1,0,0,8,M,False,2,0,25_to_45,1
9419,Male,45,African-American,0,0,0,0,F,True,1,0,45_to_65,1
2307,Male,55,Caucasian,0,0,0,11,M,False,58,0,45_to_65,1
9257,Male,28,African-American,0,0,0,0,F,False,1,0,25_to_45,1
6245,Male,33,Caucasian,0,0,1,14,F,False,71,1,25_to_45,1
9987,Female,23,African-American,0,0,0,0,M,False,1,0,18_to_25,1
7158,Male,27,Caucasian,0,0,0,2,F,False,7,0,25_to_45,1
1526,Male,36,African-American,0,0,0,5,F,False,1,0,25_to_45,1
8085,Male,20,African-American,0,0,0,0,F,False,1,0,18_to_25,1
10324,Female,24,African-American,0,0,0,1,M,False,1,0,18_to_25,1
7882,Male,48,Caucasian,0,0,0,3,F,True,7,0,45_to_65,1
5792,Male,35,Caucasian,0,0,0,1,M,False,5,0,25_to_45,1
5891,Male,41,Caucasian,0,0,0,0,F,False,2,0,25_to_45,1
8179,Male,21,Caucasian,0,0,0,0,M,True,2,0,18_to_25,1
259,Male,52,Hispanic,0,0,0,2,M,False,4,0,45_to_65,1
10417,Male,51,Caucasian,0,0,0,0,F,False,2,0,45_to_65,1
4845,Male,26,African-American,0,0,0,2,F,True,4,0,25_to_45,1
4808,Male,57,African-American,0,0,0,23,F,False,31,1,45_to_65,1
4760,Male,50,Caucasian,0,0,0,11,F,True,27,0,45_to_65,1
10018,Female,24,African-American,0,0,0,0,F,False,1,0,18_to_25,1
2867,Male,25,Caucasian,0,0,0,0,F,False,1,0,25_to_45,1
7898,Male,35,African-American,0,0,0,2,F,False,2,0,25_to_45,1
10664,Male,23,African-American,0,0,1,10,F,True,5,1,18_to_25,1
7036,Male,28,Hispanic,0,0,0,0,M,True,1,0,25_to_45,1
4711,Female,39,African-American,0,0,0,1,F,False,6,0,25_to_45,1
8778,Female,74,Caucasian,0,0,0,0,M,False,1,0,65_and_over,1
7706,Male,68,Hispanic,0,0,0,0,M,False,1,0,65_and_over,1
7949,Female,37,Caucasian,0,0,0,0,M,False,1,0,25_to_45,1
6968,Male,31,African-American,0,0,1,10,F,True,182,0,25_to_45,1
904,Male,20,Hispanic,0,0,0,0,M,True,2,0,18_to_25,1
9353,Male,31,Caucasian,0,0,0,1,F,False,37,0,25_to_45,1
5118,Male,33,Native American,1,0,0,9,M,True,55,0,25_to_45,1
5101,Male,28,African-American,0,0,0,5,M,False,52,0,25_to_45,1
9868,Male,32,African-American,0,0,0,1,M,False,116,1,25_to_45,1
3370,Female,29,Hispanic,0,0,0,1,F,True,2,0,25_to_45,1
10975,Male,25,African-American,0,0,0,1,F,False,9,0,25_to_45,1
3920,Male,27,Other,0,0,0,0,M,False,2,0,25_to_45,1
9367,Female,25,African-American,0,0,0,7,F,False,96,1,25_to_45,1
5826,Male,45,Caucasian,0,0,0,0,F,False,38,0,45_to_65,1
6219,Male,36,African-American,0,0,0,4,M,False,0,1,25_to_45,1
7359,Male,21,Caucasian,0,0,0,1,F,False,1,0,18_to_25,1
10553,Male,28,African-American,0,0,0,13,F,False,2,1,25_to_45,1
8752,Male,29,Caucasian,0,0,0,1,F,False,1,0,25_to_45,1
8967,Male,64,Hispanic,0,0,0,1,M,False,1,0,45_to_65,1
3591,Male,27,Hispanic,0,0,0,2,F,False,11,0,25_to_45,1
1122,Male,24,African-American,0,0,0,0,F,False,1,0,18_to_25,1
9886,Male,32,Hispanic,0,0,0,1,F,False,1,0,25_to_45,1
6129,Male,28,African-American,0,0,0,1,F,False,49,0,25_to_45,1
6522,Male,22,African-American,0,1,0,3,F,True,2,0,18_to_25,1
1930,Female,53,Caucasian,0,0,0,1,M,False,1,0,45_to_65,1
8164,Male,30,African-American,0,0,0,5,M,False,1,0,25_to_45,1
2386,Male,28,African-American,0,0,0,0,M,True,1,0,25_to_45,1
4145,Male,19,African-American,3,0,0,3,F,True,274,1,18_to_25,1
2738,Male,31,Other,0,0,0,0,M,False,3,0,25_to_45,1
6514,Male,26,Caucasian,0,0,0,2,F,False,2,0,25_to_45,1
8153,Male,60,Caucasian,0,0,0,0,M,False,2,0,45_to_65,1
1205,Male,63,African-American,0,0,0,0,M,False,1,0,45_to_65,1
3056,Male,25,African-American,0,0,0,0,F,False,2,0,25_to_45,1
7015,Male,23,Caucasian,0,0,0,0,F,False,2,0,18_to_25,1
7634,Male,36,African-American,0,0,0,0,F,False,1,0,25_to_45,1
10260,Male,54,Caucasian,0,0,0,11,F,True,15,1,45_to_65,1
10250,Male,25,African-American,0,0,0,7,F,False,15,1,25_to_45,1
9202,Female,48,Caucasian,0,0,0,17,F,False,0,1,45_to_65,1
6089,Male,27,African-American,0,0,0,4,F,True,51,0,25_to_45,1
3652,Male,28,African-American,0,0,0,1,F,True,1,0,25_to_45,1
3324,Male,63,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
2217,Male,32,Caucasian,0,0,0,3,F,False,87,0,25_to_45,1
2446,Male,23,Caucasian,0,0,0,0,F,True,8,0,18_to_25,1
8,Male,41,Caucasian,0,0,0,14,F,True,7,0,25_to_45,1
10015,Male,43,African-American,1,0,0,8,F,False,39,0,25_to_45,1
3992,Male,27,Hispanic,0,1,1,8,F,True,2,0,25_to_45,1
2388,Male,26,Other,0,0,0,0,F,False,1,0,25_to_45,1
4348,Male,24,African-American,0,0,0,0,F,True,2,0,18_to_25,1
6838,Female,39,Caucasian,0,0,0,2,F,True,1,0,25_to_45,1
3884,Female,54,Caucasian,0,0,0,0,F,False,21,0,45_to_65,1
757,Male,38,African-American,0,0,0,0,F,False,2,0,25_to_45,1
4773,Male,23,African-American,0,0,1,1,F,False,1,0,18_to_25,1
9644,Male,22,African-American,0,0,0,0,M,False,1,0,18_to_25,1
10936,Male,23,African-American,0,0,0,0,F,True,2,0,18_to_25,1
173,Male,33,African-American,0,0,0,5,F,False,1,0,25_to_45,1
5532,Female,37,Hispanic,0,0,0,0,M,True,2,0,25_to_45,1
622,Female,39,Caucasian,0,0,0,0,M,False,1,0,25_to_45,1
10388,Male,26,African-American,0,1,0,3,M,True,3,0,25_to_45,1
689,Female,51,African-American,0,0,0,16,F,False,67,1,45_to_65,1
6380,Male,28,African-American,0,0,0,3,F,False,1,0,25_to_45,1
10858,Male,26,African-American,0,0,0,0,F,False,3,0,25_to_45,1
8552,Male,29,African-American,0,1,0,17,F,False,16,1,25_to_45,1
3337,Male,32,African-American,0,0,0,14,F,False,2,1,25_to_45,1
2171,Male,22,African-American,0,0,0,1,F,False,44,0,18_to_25,1
7720,Male,55,African-American,0,0,0,0,M,False,1,0,45_to_65,1
1990,Male,47,African-American,0,0,0,7,F,True,2,0,45_to_65,1
8428,Female,36,Caucasian,0,0,0,7,F,True,8,0,25_to_45,1
3166,Male,20,Caucasian,0,0,0,0,F,True,4,0,18_to_25,1
6240,Male,50,African-American,0,0,0,0,F,False,1,0,45_to_65,1
4994,Male,26,Caucasian,0,0,0,1,F,True,9,0,25_to_45,1
3455,Female,25,African-American,0,0,0,1,F,False,5,0,25_to_45,1
2448,Male,21,African-American,0,0,0,0,F,True,9,1,18_to_25,1
1252,Male,33,Other,0,0,0,0,F,False,2,0,25_to_45,1
5517,Male,36,Other,0,0,0,0,F,False,4,0,25_to_45,1
7919,Male,27,African-American,0,0,0,10,F,True,2,1,25_to_45,1
5824,Female,28,African-American,0,0,0,0,M,False,1,0,25_to_45,1
3987,Male,25,Caucasian,0,0,0,2,F,True,1,0,25_to_45,1
5318,Male,52,Hispanic,0,0,0,5,F,False,7,0,45_to_65,1
8230,Male,56,Caucasian,0,0,0,2,M,False,17,0,45_to_65,1
7942,Female,41,African-American,0,0,0,8,F,True,66,1,25_to_45,1
9531,Male,26,Hispanic,0,0,0,5,F,True,0,1,25_to_45,1
4165,Male,22,African-American,0,0,0,0,F,False,12,0,18_to_25,1
3115,Female,40,African-American,0,0,0,7,M,False,2,0,25_to_45,1
9500,Male,32,Caucasian,0,1,0,2,F,False,70,0,25_to_45,1
6597,Male,34,African-American,1,0,0,10,F,False,1,1,25_to_45,1
627,Male,53,African-American,0,0,0,11,F,False,111,0,45_to_65,1
4466,Female,34,African-American,0,0,0,1,F,False,117,0,25_to_45,1
6477,Male,58,Caucasian,0,0,0,4,F,True,1,0,45_to_65,1
887,Male,30,African-American,0,0,1,5,F,True,2,0,25_to_45,1
2141,Male,37,Caucasian,0,0,0,0,F,True,2,0,25_to_45,1
10859,Female,28,African-American,0,0,0,5,F,False,1,1,25_to_45,1
4939,Male,20,African-American,0,1,0,1,F,True,1,1,18_to_25,1
10530,Female,25,African-American,0,0,0,1,F,False,5,0,25_to_45,1
10666,Male,46,African-American,0,0,0,2,F,True,65,0,45_to_65,1
3691,Male,19,Other,0,0,0,0,M,True,2,1,18_to_25,1
8201,Male,29,Caucasian,0,0,0,2,M,True,1,1,25_to_45,1
1534,Male,29,African-American,0,0,0,2,F,False,38,0,25_to_45,1
8705,Female,22,African-American,0,0,0,4,F,True,3,1,18_to_25,1
8854,Male,35,African-American,0,0,0,4,F,False,12,0,25_to_45,1
2501,Male,22,African-American,0,0,0,0,F,False,2,0,18_to_25,1
3675,Male,37,African-American,0,0,0,9,F,True,2,0,25_to_45,1
5676,Female,23,Caucasian,0,0,0,0,M,False,1,0,18_to_25,1
1741,Male,24,African-American,0,0,0,5,F,True,117,0,18_to_25,1
6468,Female,63,African-American,0,0,0,1,F,False,1,0,45_to_65,1
4582,Female,46,African-American,0,0,0,7,M,False,19,1,45_to_65,1
6227,Female,23,African-American,0,0,0,2,F,False,0,0,18_to_25,1
7574,Female,50,Caucasian,0,0,0,1,M,False,0,0,45_to_65,1
5116,Male,28,African-American,0,1,0,10,F,False,244,0,25_to_45,1
6604,Male,38,African-American,0,0,0,2,F,False,3,0,25_to_45,1
8923,Male,27,African-American,0,0,0,2,F,False,0,0,25_to_45,1
2835,Male,29,Caucasian,0,0,0,10,F,False,5,0,25_to_45,1
7446,Male,50,Caucasian,0,0,0,0,F,False,1,0,45_to_65,1
4032,Male,28,Caucasian,0,0,1,2,M,False,14,0,25_to_45,1
8399,Male,28,African-American,0,1,0,18,F,True,1,1,25_to_45,1
10626,Male,46,Caucasian,0,0,0,0,F,False,1,0,45_to_65,1
4390,Male,66,Caucasian,0,0,0,0,F,False,2,0,65_and_over,1
2667,Male,24,Caucasian,0,0,0,0,F,False,2,0,18_to_25,1
10560,Male,41,Caucasian,0,0,0,1,F,True,2,0,25_to_45,1
8425,Male,57,African-American,0,0,0,16,M,True,13,0,45_to_65,1
4116,Male,36,African-American,0,0,0,1,F,True,220,0,25_to_45,1
918,Female,38,African-American,0,0,0,1,F,False,1,0,25_to_45,1
924,Female,59,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
2059,Male,39,Hispanic,0,0,0,0,F,False,1,0,25_to_45,1
1452,Female,21,Caucasian,0,1,0,0,M,False,2,0,18_to_25,1
10514,Male,21,Caucasian,0,0,0,0,F,False,1,1,18_to_25,1
6107,Female,24,Caucasian,0,0,0,0,F,False,2,1,18_to_25,1
1025,Male,36,African-American,0,0,0,0,M,False,1,0,25_to_45,1
9128,Male,26,Caucasian,1,0,0,9,F,True,51,1,25_to_45,1
4322,Male,35,Hispanic,0,0,0,7,F,False,2,0,25_to_45,1
3714,Male,53,Caucasian,0,0,0,1,M,False,1,0,45_to_65,1
6169,Male,24,Caucasian,0,0,2,8,F,True,36,1,18_to_25,1
2472,Male,28,Caucasian,0,0,2,9,M,False,117,1,25_to_45,1
9535,Male,23,Hispanic,0,0,0,1,F,False,178,1,18_to_25,1
10585,Female,25,African-American,0,0,0,1,F,False,2,0,25_to_45,1
579,Male,22,African-American,0,0,0,4,F,True,261,1,18_to_25,1
8504,Male,27,Caucasian,0,0,0,5,F,True,7,0,25_to_45,1
1005,Male,65,African-American,0,0,0,2,M,True,6,0,65_and_over,1
8267,Male,46,African-American,0,0,0,3,F,True,36,0,45_to_65,1
1119,Male,23,African-American,0,0,1,6,F,False,9,1,18_to_25,1
10996,Male,23,African-American,0,0,0,0,F,False,2,0,18_to_25,1
1535,Male,22,Hispanic,0,0,0,1,M,True,2,0,18_to_25,1
5244,Male,43,Caucasian,0,0,0,2,F,False,2,0,25_to_45,1
9003,Male,38,African-American,1,0,0,6,F,False,53,0,25_to_45,1
2157,Female,21,African-American,0,0,0,1,M,True,2,0,18_to_25,1
669,Male,20,African-American,1,0,1,1,F,True,2,1,18_to_25,1
10999,Male,57,Other,0,0,0,0,F,False,2,0,45_to_65,1
22,Male,25,African-American,0,0,0,3,F,False,2,1,25_to_45,1
2973,Female,21,Other,0,0,0,2,F,False,27,0,18_to_25,1
142,Male,25,Caucasian,0,0,0,9,F,False,1,1,25_to_45,1
3531,Female,33,Caucasian,0,0,0,2,F,False,0,0,25_to_45,1
668,Male,25,Hispanic,0,0,0,2,F,True,1,0,25_to_45,1
1354,Male,27,Hispanic,0,0,0,1,M,False,1,0,25_to_45,1
2607,Female,52,Caucasian,0,0,0,0,M,False,1,0,45_to_65,1
2930,Male,29,African-American,0,0,0,10,M,True,109,1,25_to_45,1
469,Male,20,African-American,0,0,0,0,F,True,1,1,18_to_25,1
4202,Male,38,African-American,0,0,0,8,M,True,10,0,25_to_45,1
171,Male,34,Caucasian,0,0,0,0,F,False,15,0,25_to_45,1
9981,Male,21,African-American,0,0,0,1,F,True,1,0,18_to_25,1
40,Male,33,African-American,0,0,0,0,F,False,38,1,25_to_45,1
6910,Male,33,African-American,0,0,3,18,F,True,1,1,25_to_45,1
9774,Male,46,Caucasian,0,0,0,0,M,False,38,0,45_to_65,1
9869,Male,48,African-American,0,0,0,12,M,False,0,0,45_to_65,1
1330,Male,42,Caucasian,0,0,0,3,F,False,1,0,25_to_45,1
293,Male,23,African-American,0,0,0,0,F,True,1,0,18_to_25,1
5578,Male,24,African-American,0,0,3,3,F,False,45,1,18_to_25,1
1221,Male,29,Other,0,0,0,3,M,False,1,0,25_to_45,1
3941,Male,37,Caucasian,0,0,0,0,M,False,2,0,25_to_45,1
1079,Male,37,African-American,0,0,0,5,F,False,0,0,25_to_45,1
5194,Male,55,African-American,0,0,0,0,F,False,1,0,45_to_65,1
8657,Male,32,Caucasian,0,0,0,0,F,True,5,0,25_to_45,1
530,Male,21,Caucasian,0,0,0,2,F,False,3,0,18_to_25,1
1070,Male,26,African-American,0,1,0,8,F,False,41,0,25_to_45,1
5617,Male,58,Caucasian,0,0,0,1,M,False,1,0,45_to_65,1
5951,Female,33,Hispanic,0,0,0,0,F,False,1,0,25_to_45,1
3802,Male,47,African-American,0,0,0,0,M,True,1,0,45_to_65,1
644,Male,58,African-American,0,0,0,21,M,True,60,0,45_to_65,1
10383,Male,27,African-American,0,0,0,10,F,True,2,1,25_to_45,1
1943,Male,24,African-American,0,0,0,0,F,False,183,0,18_to_25,1
6547,Male,23,Hispanic,0,0,0,2,F,False,59,0,18_to_25,1
2169,Male,28,Caucasian,0,0,0,1,F,False,5,0,25_to_45,1
4128,Male,20,African-American,0,0,0,0,M,False,2,0,18_to_25,1
7732,Male,53,African-American,0,0,0,5,M,False,0,0,45_to_65,1
2190,Male,42,Hispanic,0,0,0,3,M,False,0,0,25_to_45,1
1334,Male,28,African-American,0,0,0,1,F,False,3,0,25_to_45,1
7754,Male,25,Caucasian,0,0,0,2,M,True,1,0,25_to_45,1
10225,Male,34,Other,0,0,0,0,F,False,3,0,25_to_45,1
9833,Male,67,Caucasian,0,0,0,0,F,False,2,0,65_and_over,1
6042,Male,37,Caucasian,0,0,0,4,M,True,83,0,25_to_45,1
3853,Male,35,African-American,0,0,0,4,M,False,2,0,25_to_45,1
3538,Male,21,African-American,0,0,0,1,F,False,1,0,18_to_25,1
9158,Female,27,Other,0,0,0,0,F,True,3,0,25_to_45,1
2248,Female,23,African-American,0,0,0,1,F,False,2,1,18_to_25,1
8747,Male,25,Caucasian,0,0,0,5,F,True,1,1,25_to_45,1
7162,Male,47,African-American,0,0,0,3,F,False,12,0,45_to_65,1
